id	definition
DC	Delivered to Another Carrier
DD	Delete and Docket (Proposer Only on Unconcurred Docket)
DE	Deny
DF	Defer
DG	Decrease
DH	Extended Expiration Date
DI	Dismissed with Prejudice
DJ	Dismissed without Prejudice
DK	Dispose
DL	Divert
DP	Delivered to Public Warehouse
DR	Direct
DS	Discarded
DT	Discontinue
DX	Discharged
EA	Establish Address
EB	Establish Additional Address
EC	Establish Electronic Address
ED	Suppress Correspondence
EE	Suppress Forms
EN	Enter
EP	Entire Patient Information
ER	Extension Request
EV	Evaluate
EX	Extend
F1	Fined
FA	Fail
FC	Factor Change
FI	File
FO	Forfeit
FR	Patient Follow-Up Required
GR	Grant
HR	Hold Until Released
I1	Found Not Guilty
IA	Deactivate
IM	Increase
IN	Interim
IS	Issue
IT	Initiate
JA	Jailed
JO	Join
JU	Judgment
KA	Registration Confirmed
LC	Left at Consignee
LQ	Liquidate
ME	Merge
MO	Mooting
NA	No Action Required
ND	No Change
NP	Not Present
NS	Do Not Send
OD	Order
OP	Open
OR	Use Date or Meter Criteria (whichever occurs first)
OT	Other Unlisted Action
P1	Sentenced to Probation
PA	Tariff Publisher Add
PB	Partial Transfer of Claim
PC	Previously Converted
PD	Tariff Publisher Delete
PF	Preliminary Final
PI	Provide Additional Information
PJ	Progress Payment
PO	Proposed
PP	Partial Patient Information
PR	Present
PS	Proposal
PT	Proposal Trace
PU	Publish Changes
PV	Provisional Payment
R1	Reopened
R2	Send Record Now
R3	Send Record at End of the Term
R4	Send Record After Degree is Posted
R5	Send Vocational Record Only
R6	Transfer
R7	Assumption
R8	Terminate
R9	Reinstate
RA	Remove
RB	Resecure
RC	Returned to Carrier Facility
RD	Rate and Division Adjustment
RE	Released
RF	Returned to Shipper's Facility (Other Than Original Shipping Location)
RG	Refer
RH	Recall
RI	Restricted
RJ	Rate Adjustment
RK	Rate Adjustment with a Sequence Change
RL	Reschedule
RM	Remand
RN	Reject Proposal with Counter Proposal to Follow
RO	Returned to Original Shipping Location
RP	Request To Publish
RQ	Tariff Publisher Reissue
RR	Reverse and Remand
RS	Report Status
RT	Restrain
RU	Return
RV	Revoke
RW	Rescind
RX	Replace
S1	Secure
S2	Suspended
SA	Satisfy
SB	Subrogate
SC	Screen
SD	Seal
SE	Settle
SL	Schedule
SR	Serve
SS	Sustain
SU	Suspend
SV	Sever
SZ	Seize
TD	Temporarily Deny
TE	Oppose
TG	Temporarily Grant
TN	Annul
TP	Temporarily Grant, in Part
TR	Trim
TS	Disallow
TU	Take Under Advisement
VA	Vacate
W1	Reconcile Historical Records
WD	Withdrawn
WI	Winterize
WQ	Accept
WV	Waive
