id	definition
RLH	Reasons Patient Leaves Home
RNH	Times and Reasons Patient Not at Home
RNI	Missing Report Explanation
ROU	Circuit Routing Instructions
RPT	Report Remarks
RST	Place Where a Report was Submitted
RVC	Rent Verification Comments
SAN	Settlement Amount Notes
SCN	Ocean Shipping Container Information
SDD	Sentence Description
SET	Unusual Home, Social Environment, or Both
SFM	Safety Measures
SMD	Selling Means Description
SOB	Secondary Observation
SOW	Statement of Work
SPH	Special Handling
SPT	Supplementary Plan of Treatment
SPV	Closing Instructions
SSA	School Attended Details
SSC	Status Comment
SSD	Sales Description
SSE	Spouse Information
SSG	School Graduated Details
SSH	Security Service Information
SSI	Shareholding Information
SSS	Signing Authority
SST	Sales Territory
TAF	Tariff Abbreviation
TCF	Tariff Commodity Footnotes
TDA	Turkish Defense Affairs Authorization Information
TES	Task Statement
TIL	Tariff Index
TLF	Tariff Rule
TLR	Tradeline Remarks
TPO	Third Party Organization Notes
TRA	Transportation
TRE	Reportable Event Description
TRF	Tariff Rate Footnotes
TRS	Quality Information
TSD	Terms of Sale Description
TSF	Tariff Section Footnotes
TST	Test Results
UPI	Updated Information
VEC	Verification Comments
VNN	Variation Notes
WHI	Warehouse Instruction
WRP	Wrapping Instructions
ZZZ	Mutually Defined
